State,Year,Education Level of Mother,Education_Level_Code,Number_of_Births,Average_Age_of_Mother
Louisiana,2016,9th through 12th grade with no diploma,2,4051,24.2
Louisiana,2016,8th grade or less,1,871,26.6
Louisiana,2016,8th grade or less,1,904,26.2
Louisiana,2016,Unknown or Not Stated,0,136,28
Louisiana,2016,Unknown or Not Stated,0,163,28.2
Louisiana,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,560,33.4
Louisiana,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,612,32.9
Louisiana,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1711,31.9
Louisiana,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1742,32.1
Louisiana,2017,"Bachelor's degree (BA, AB, BS)",6,4788,30.4
Louisiana,2017,"Bachelor's degree (BA, AB, BS)",6,5093,30.5
Louisiana,2017,"Associate degree (AA, AS)",5,2188,29.1
Louisiana,2017,"Associate degree (AA, AS)",5,2343,29.2
Louisiana,2017,"Some college credit, but not a degree",4,6353,27
Louisiana,2017,"Some college credit, but not a degree",4,6519,27.2
Louisiana,2017,High school graduate or GED completed,3,9572,25.8
Louisiana,2017,High school graduate or GED completed,3,9931,25.8
Louisiana,2017,9th through 12th grade with no diploma,2,3673,24.4
Louisiana,2017,9th through 12th grade with no diploma,2,3865,24.3
Louisiana,2017,8th grade or less,1,823,27
Louisiana,2017,8th grade or less,1,825,27.2
Louisiana,2017,Unknown or Not Stated,0,211,29.6
Louisiana,2017,Unknown or Not Stated,0,209,28.1
Louisiana,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,594,33.4
Louisiana,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,602,33.1
Louisiana,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1664,32.2
Louisiana,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1743,32.2
Louisiana,2018,"Bachelor's degree (BA, AB, BS)",6,4749,30.7
Louisiana,2018,"Bachelor's degree (BA, AB, BS)",6,4998,30.6
Louisiana,2018,"Associate degree (AA, AS)",5,2318,29.2
Louisiana,2018,"Associate degree (AA, AS)",5,2264,29.3
Louisiana,2018,"Some college credit, but not a degree",4,5992,27.2
Louisiana,2018,"Some college credit, but not a degree",4,6225,27.2
Louisiana,2018,High school graduate or GED completed,3,9465,25.9
Louisiana,2018,High school graduate or GED completed,3,9850,25.8
Louisiana,2018,9th through 12th grade with no diploma,2,3443,24.8
Louisiana,2018,9th through 12th grade with no diploma,2,3704,24.6
Louisiana,2018,8th grade or less,1,789,27.4
Louisiana,2018,8th grade or less,1,846,27
Louisiana,2018,Unknown or Not Stated,0,183,28.6
Louisiana,2018,Unknown or Not Stated,0,186,28.3
Louisiana,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,571,33.4
Louisiana,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,615,33.3
Louisiana,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1733,32.3
Louisiana,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1834,32.3
Louisiana,2019,"Bachelor's degree (BA, AB, BS)",6,4640,30.6
Louisiana,2019,"Bachelor's degree (BA, AB, BS)",6,4916,30.8
Louisiana,2019,"Associate degree (AA, AS)",5,2203,29.5
Louisiana,2019,"Associate degree (AA, AS)",5,2308,29.4
Louisiana,2019,"Some college credit, but not a degree",4,5679,27.3
Louisiana,2019,"Some college credit, but not a degree",4,5871,27.4
Louisiana,2019,High school graduate or GED completed,3,9666,26.1
Louisiana,2019,High school graduate or GED completed,3,10193,26
Louisiana,2019,9th through 12th grade with no diploma,2,3265,24.6
Louisiana,2019,9th through 12th grade with no diploma,2,3429,24.6
Louisiana,2019,8th grade or less,1,785,27.3
Louisiana,2019,8th grade or less,1,870,27.6
Louisiana,2019,Unknown or Not Stated,0,178,27.8
Louisiana,2019,Unknown or Not Stated,0,185,27.6
Louisiana,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,616,33.6
Louisiana,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,591,33.6
Louisiana,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1750,32.4
Louisiana,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1810,32.4
Louisiana,2020,"Bachelor's degree (BA, AB, BS)",6,4577,30.7
Louisiana,2020,"Bachelor's degree (BA, AB, BS)",6,4839,30.7
Louisiana,2020,"Associate degree (AA, AS)",5,2100,29.6
Louisiana,2020,"Associate degree (AA, AS)",5,2313,29.5
Louisiana,2020,"Some college credit, but not a degree",4,5308,27.5
Louisiana,2020,"Some college credit, but not a degree",4,5570,27.6
Louisiana,2020,High school graduate or GED completed,3,9739,26.1
Louisiana,2020,High school graduate or GED completed,3,10031,25.9
Louisiana,2020,9th through 12th grade with no diploma,2,3017,24.8
Louisiana,2020,9th through 12th grade with no diploma,2,3179,24.6
Louisiana,2020,8th grade or less,1,778,27.9
Louisiana,2020,8th grade or less,1,838,27.6
Louisiana,2020,Unknown or Not Stated,0,139,28.5
Louisiana,2020,Unknown or Not Stated,0,133,29.6
Louisiana,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,590,33.5
Louisiana,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,662,33.4
Louisiana,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1796,32.4
Louisiana,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1882,32.3
Louisiana,2021,"Bachelor's degree (BA, AB, BS)",6,4654,30.8
Louisiana,2021,"Bachelor's degree (BA, AB, BS)",6,4937,30.8
Louisiana,2021,"Associate degree (AA, AS)",5,2293,29.7
Louisiana,2021,"Associate degree (AA, AS)",5,2285,29.6
Louisiana,2021,"Some college credit, but not a degree",4,5156,27.7
Louisiana,2021,"Some college credit, but not a degree",4,5498,27.7
Louisiana,2021,High school graduate or GED completed,3,9661,26.2
Louisiana,2021,High school graduate or GED completed,3,10101,26.2
Louisiana,2021,9th through 12th grade with no diploma,2,3014,24.6
Louisiana,2021,9th through 12th grade with no diploma,2,3049,24.8
Louisiana,2021,8th grade or less,1,761,27.7
Louisiana,2021,8th grade or less,1,789,27.6
Louisiana,2021,Unknown or Not Stated,0,149,27.8
Louisiana,2021,Unknown or Not Stated,0,160,28.2
Maine,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,186,33.4
Maine,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,193,33.2
Maine,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,624,32.8
Maine,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,619,32.7
Maine,2016,"Bachelor's degree (BA, AB, BS)",6,1345,31
Maine,2016,"Bachelor's degree (BA, AB, BS)",6,1473,31.2
Maine,2016,"Associate degree (AA, AS)",5,581,29.9
Maine,2016,"Associate degree (AA, AS)",5,664,29.4
Maine,2016,"Some college credit, but not a degree",4,1276,27.6
Maine,2016,"Some college credit, but not a degree",4,1352,27.7
Maine,2016,High school graduate or GED completed,3,1764,26.2
Maine,2016,High school graduate or GED completed,3,1767,26.2
Maine,2016,9th through 12th grade with no diploma,2,324,23.8
Maine,2016,9th through 12th grade with no diploma,2,352,23.8
Maine,2016,8th grade or less,1,76,30.1
Maine,2016,8th grade or less,1,86,29.3
Maine,2016,Unknown or Not Stated,0,16,34.1
Maine,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,174,33.5
Maine,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,185,33.4
Maine,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,583,33
Maine,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,597,32.6
Maine,2017,"Bachelor's degree (BA, AB, BS)",6,1409,31.1
Maine,2017,"Bachelor's degree (BA, AB, BS)",6,1368,31.4
Maine,2017,"Associate degree (AA, AS)",5,590,29.7
Maine,2017,"Associate degree (AA, AS)",5,614,29.7
Maine,2017,"Some college credit, but not a degree",4,1241,27.7
Maine,2017,"Some college credit, but not a degree",4,1319,27.8
Maine,2017,High school graduate or GED completed,3,1643,26.4
Maine,2017,High school graduate or GED completed,3,1686,26.6
Maine,2017,9th through 12th grade with no diploma,2,329,23.9
Maine,2017,9th through 12th grade with no diploma,2,335,24.3
Maine,2017,8th grade or less,1,94,30.7
Maine,2017,8th grade or less,1,110,31.1
Maine,2017,Unknown or Not Stated,0,12,33.2
Maine,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,177,33.9
Maine,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,191,33.4
Maine,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,576,33.1
Maine,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,579,32.8
Maine,2018,"Bachelor's degree (BA, AB, BS)",6,1389,31.5
Maine,2018,"Bachelor's degree (BA, AB, BS)",6,1410,31.2
Maine,2018,"Associate degree (AA, AS)",5,588,29.7
Maine,2018,"Associate degree (AA, AS)",5,598,29.7
Maine,2018,"Some college credit, but not a degree",4,1327,28.4
Maine,2018,"Some college credit, but not a degree",4,1336,28.2
Maine,2018,High school graduate or GED completed,3,1618,26.6
Maine,2018,High school graduate or GED completed,3,1685,26.8
Maine,2018,9th through 12th grade with no diploma,2,307,23.9
Maine,2018,9th through 12th grade with no diploma,2,321,24.2
Maine,2018,8th grade or less,1,76,30
Maine,2018,8th grade or less,1,115,30.5
Maine,2018,Unknown or Not Stated,0,13,31.2
Maine,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,184,34
Maine,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,33.8
Maine,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,602,33.1
Maine,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,607,33.2
Maine,2019,"Bachelor's degree (BA, AB, BS)",6,1372,31.6
Maine,2019,"Bachelor's degree (BA, AB, BS)",6,1391,31.4
Maine,2019,"Associate degree (AA, AS)",5,549,29.7
Maine,2019,"Associate degree (AA, AS)",5,565,30.1
Maine,2019,"Some college credit, but not a degree",4,1321,28.3
Maine,2019,"Some college credit, but not a degree",4,1242,28.3
Maine,2019,High school graduate or GED completed,3,1418,27.1
Maine,2019,High school graduate or GED completed,3,1502,26.9
Maine,2019,9th through 12th grade with no diploma,2,313,24.6
Maine,2019,9th through 12th grade with no diploma,2,317,24.8
Maine,2019,8th grade or less,1,80,29.9
Maine,2019,8th grade or less,1,82,30.1
Maine,2019,Unknown or Not Stated,0,13,31
Maine,2019,Unknown or Not Stated,0,18,29.2
Maine,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,187,33.7
Maine,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,179,34.2
Maine,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,606,33.4
Maine,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,635,33.1
Maine,2020,"Bachelor's degree (BA, AB, BS)",6,1319,31.5
Maine,2020,"Bachelor's degree (BA, AB, BS)",6,1431,31.7
Maine,2020,"Associate degree (AA, AS)",5,493,30
Maine,2020,"Associate degree (AA, AS)",5,489,29.9
Maine,2020,"Some college credit, but not a degree",4,1214,28.7
Maine,2020,"Some college credit, but not a degree",4,1232,28.7
Maine,2020,High school graduate or GED completed,3,1451,26.8
Maine,2020,High school graduate or GED completed,3,1441,26.8
Maine,2020,9th through 12th grade with no diploma,2,307,24.8
Maine,2020,9th through 12th grade with no diploma,2,321,24.5
Maine,2020,8th grade or less,1,83,29.9
Maine,2020,8th grade or less,1,84,30.5
Maine,2020,Unknown or Not Stated,0,37,31.2
Maine,2020,Unknown or Not Stated,0,30,33.2
Maine,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,209,34.1
Maine,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,212,33.7
Maine,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,635,33.1
Maine,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,691,33
Maine,2021,"Bachelor's degree (BA, AB, BS)",6,1493,31.7
Maine,2021,"Bachelor's degree (BA, AB, BS)",6,1601,31.5
Maine,2021,"Associate degree (AA, AS)",5,521,30
Maine,2021,"Associate degree (AA, AS)",5,573,30.1
Maine,2021,"Some college credit, but not a degree",4,1181,28.8
Maine,2021,"Some college credit, but not a degree",4,1196,29.1
Maine,2021,High school graduate or GED completed,3,1316,27.2
Maine,2021,High school graduate or GED completed,3,1539,27.3
Maine,2021,9th through 12th grade with no diploma,2,272,24.4
Maine,2021,9th through 12th grade with no diploma,2,331,24.7
Maine,2021,8th grade or less,1,85,29.8
Maine,2021,8th grade or less,1,109,29.5
Maine,2021,Unknown or Not Stated,0,23,32.1
Maine,2021,Unknown or Not Stated,0,19,31.8
Maryland,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1608,34.4
Maryland,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1670,34.3
Maryland,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5130,33.1
Maryland,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5460,33.1
Maryland,2016,"Bachelor's degree (BA, AB, BS)",6,7751,31.6
Maryland,2016,"Bachelor's degree (BA, AB, BS)",6,8006,31.7
Maryland,2016,"Associate degree (AA, AS)",5,2288,30.5
Maryland,2016,"Associate degree (AA, AS)",5,2415,30.6
Maryland,2016,"Some college credit, but not a degree",4,7001,28.4
Maryland,2016,"Some college credit, but not a degree",4,7411,28.4
Maryland,2016,High school graduate or GED completed,3,7191,26.8
Maryland,2016,High school graduate or GED completed,3,7466,26.8
Maryland,2016,9th through 12th grade with no diploma,2,3057,25.9
Maryland,2016,9th through 12th grade with no diploma,2,3162,25.5
Maryland,2016,8th grade or less,1,1527,29.4
Maryland,2016,8th grade or less,1,1586,29.8
Maryland,2016,Unknown or Not Stated,0,201,30
Maryland,2016,Unknown or Not Stated,0,206,30.4
Maryland,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1573,34.5
Maryland,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1670,34.5
Maryland,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5164,33.3
Maryland,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5341,33.2
Maryland,2017,"Bachelor's degree (BA, AB, BS)",6,7672,31.7
Maryland,2017,"Bachelor's degree (BA, AB, BS)",6,7855,31.7
Maryland,2017,"Associate degree (AA, AS)",5,2325,30.6
Maryland,2017,"Associate degree (AA, AS)",5,2408,30.6
Maryland,2017,"Some college credit, but not a degree",4,6766,28.6
Maryland,2017,"Some college credit, but not a degree",4,7158,28.4
Maryland,2017,High school graduate or GED completed,3,7137,27.2
Maryland,2017,High school graduate or GED completed,3,7297,26.9
Maryland,2017,9th through 12th grade with no diploma,2,2886,26
Maryland,2017,9th through 12th grade with no diploma,2,2915,26.1
Maryland,2017,8th grade or less,1,1504,30.1
Maryland,2017,8th grade or less,1,1561,29.5
Maryland,2017,Unknown or Not Stated,0,177,29.7
Maryland,2017,Unknown or Not Stated,0,232,30
Maryland,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1579,34.7
Maryland,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1623,34.6
Maryland,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5218,33.3
Maryland,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5435,33.3
Maryland,2018,"Bachelor's degree (BA, AB, BS)",6,7600,31.8
Maryland,2018,"Bachelor's degree (BA, AB, BS)",6,7876,31.8
Maryland,2018,"Associate degree (AA, AS)",5,2193,30.6
Maryland,2018,"Associate degree (AA, AS)",5,2374,31
Maryland,2018,"Some college credit, but not a degree",4,6656,28.7
Maryland,2018,"Some college credit, but not a degree",4,6991,28.7
Maryland,2018,High school graduate or GED completed,3,6895,27.2
Maryland,2018,High school graduate or GED completed,3,7293,27.2
Maryland,2018,9th through 12th grade with no diploma,2,2904,26
Maryland,2018,9th through 12th grade with no diploma,2,2898,26
Maryland,2018,8th grade or less,1,1527,30.1
Maryland,2018,8th grade or less,1,1604,30.2
Maryland,2018,Unknown or Not Stated,0,210,29.4
Maryland,2018,Unknown or Not Stated,0,204,29.7
Maryland,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1527,34.8
Maryland,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1576,34.5
Maryland,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5051,33.4
Maryland,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5541,33.4
Maryland,2019,"Bachelor's degree (BA, AB, BS)",6,7375,31.8
Maryland,2019,"Bachelor's degree (BA, AB, BS)",6,7697,31.9
Maryland,2019,"Associate degree (AA, AS)",5,2237,30.7
Maryland,2019,"Associate degree (AA, AS)",5,2306,30.6
Maryland,2019,"Some college credit, but not a degree",4,6423,28.9
Maryland,2019,"Some college credit, but not a degree",4,6586,29
Maryland,2019,High school graduate or GED completed,3,6975,27.4
Maryland,2019,High school graduate or GED completed,3,7362,27.4
Maryland,2019,9th through 12th grade with no diploma,2,2783,26.1
Maryland,2019,9th through 12th grade with no diploma,2,2995,26.2
Maryland,2019,8th grade or less,1,1617,29.7
Maryland,2019,8th grade or less,1,1676,29.6
Maryland,2019,Unknown or Not Stated,0,224,30
Maryland,2019,Unknown or Not Stated,0,227,30.1
Maryland,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1530,34.8
Maryland,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1607,34.9
Maryland,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4995,33.4
Maryland,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5233,33.5
Maryland,2020,"Bachelor's degree (BA, AB, BS)",6,7409,32.1
Maryland,2020,"Bachelor's degree (BA, AB, BS)",6,7611,32
Maryland,2020,"Associate degree (AA, AS)",5,2203,31
Maryland,2020,"Associate degree (AA, AS)",5,2181,31.1
Maryland,2020,"Some college credit, but not a degree",4,6137,29.2
Maryland,2020,"Some college credit, but not a degree",4,6496,29
Maryland,2020,High school graduate or GED completed,3,7018,27.4
Maryland,2020,High school graduate or GED completed,3,7176,27.5
Maryland,2020,9th through 12th grade with no diploma,2,2681,26.2
Maryland,2020,9th through 12th grade with no diploma,2,2736,25.9
Maryland,2020,8th grade or less,1,1580,30
Maryland,2020,8th grade or less,1,1596,30.2
Maryland,2020,Unknown or Not Stated,0,181,30.9
Maryland,2020,Unknown or Not Stated,0,184,30
Maryland,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1621,34.8
Maryland,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1654,34.9
Maryland,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5293,33.7
Maryland,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5601,33.6
Maryland,2021,"Bachelor's degree (BA, AB, BS)",6,7444,32.1
Maryland,2021,"Bachelor's degree (BA, AB, BS)",6,7750,32.1
Maryland,2021,"Associate degree (AA, AS)",5,2153,31
Maryland,2021,"Associate degree (AA, AS)",5,2309,31
Maryland,2021,"Some college credit, but not a degree",4,5855,29.2
Maryland,2021,"Some college credit, but not a degree",4,6146,29.3
Maryland,2021,High school graduate or GED completed,3,6832,27.4
Maryland,2021,High school graduate or GED completed,3,6947,27.4
Maryland,2021,9th through 12th grade with no diploma,2,2576,26.5
Maryland,2021,9th through 12th grade with no diploma,2,2619,26.7
Maryland,2021,8th grade or less,1,1516,30
Maryland,2021,8th grade or less,1,1570,30
Maryland,2021,Unknown or Not Stated,0,184,30.8
Maryland,2021,Unknown or Not Stated,0,215,30
Massachusetts,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1967,34.4
Massachusetts,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,34.4
Massachusetts,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6111,33.2
Massachusetts,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6559,33.3
Massachusetts,2016,"Bachelor's degree (BA, AB, BS)",6,8563,32.2
Massachusetts,2016,"Bachelor's degree (BA, AB, BS)",6,8974,32.2
Massachusetts,2016,"Associate degree (AA, AS)",5,2180,31.2
Massachusetts,2016,"Associate degree (AA, AS)",5,2251,31
Massachusetts,2016,"Some college credit, but not a degree",4,6530,28.8
Massachusetts,2016,"Some college credit, but not a degree",4,6711,29
